title,pub_type,date_issued,authors,doi,publisher,abstract_en,abstract_de,pdf_paths,pdf_count,openalex_id,concepts,cited_by_count,referenced_works_count,concepts_norm
Scheduling Multi-Server Jobs With Sublinear Regrets via Online Learning,Article,2024,"Zhao, Hailiang,Deng, Shuiguang,Xiang, Zhengzhe,Yan, Xueqiang,Yin, Jianwei,Dustdar, Schahram,Zomaya, Albert Y.",10.1109/tsc.2023.3303344,,"Multi-server jobs that request multiple computing resources and hold onto them during their execution dominate modern computing clusters. When allocating the multi-type resources to several co-located multi-server jobs simultaneously in online settings, it is difficult to make the tradeoff between the parallel computation gain and the internal communication overhead, apart from the resource contention between jobs. To study the computation-communication tradeoff, we model the computation gain as the speedup on the job completion time when it is executed in parallelism on multiple computing instances, and fit it with utilities of different concavities. Meanwhile, we take the dominant communication overhead as the penalty to be subtracted. To achieve a better gain-overhead tradeoff, we formulate an cumulative reward maximization program and design an online algorithm, named OgaSched, to schedule multi-server jobs. OgaSched allocates the multi-type resources to each arrived job in the ascending direction of the reward gradients. It has several parallel sub-procedures to accelerate its computation, which greatly reduces the complexity. We proved that it has a sublinear regret with general concave rewards. We also conduct extensive trace-driven simulations to validate the performance of OgaSched. The results demonstrate that OgaSched outperforms widely used heuristics by 11.33%, 7.75%, 13.89%, and 13.44%, respectively.",,,0.0,https://openalex.org/W4402697312,"['Matrix (chemical analysis)', 'Mathematics', 'Vector (molecular biology)', 'Algebra over a field', 'Algorithm', 'Pure mathematics', 'Biology', 'Materials science', 'Recombinant DNA', 'Gene', 'Biochemistry', 'Composite material']",0.0,17.0,['algebra over a field; algorithm; biochemistry; biology; composite material; gene; materials science; mathematics; matrix (chemical analysis); pure mathematics; recombinant dna; vector (molecular biology)']
Model-Based Systems Engineering of the Event-Driven Industrial Internet of Things,Inproceedings,2024,"Amiri, Amirali,Thoma, Max Albin,Steindl, Gernot,Klaassen, Christoph,Kastner, Wolfgang",10.1109/iecon55916.2024.10905855,IEEE,"The Industrial Internet of Things (IIoT) is characterized by a multitude of standards, protocols, and tools. Moreover, the convergence of Information Technology (IT) and Operational Technology (OT) brings new architectural styles, e.g., event-driven communication, that are easier to scale and integrate IIoT devices. Architects need extensive expertise to manage the complex task of designing systems that encompass hardware, software, information, communication, and users. Proven approaches such as Model-Based Systems Engineering (MBSE) can simplify the design of IIoT systems by offering abstractions through system models and views. In this paper, we introduce an MBSE approach grounded in Systems Modeling Language (SysML) 2.0. Our method involves defining metadata tailored to event-driven IIoT systems. System designers can generate tagged model instances that undergo automatic validation against system requirements, such as asynchronous messaging, authentication, and health checks. Following validation, these models are utilized by an artifact generator to produce code, test cases, or documentation. Our approach is designed for reusability, and we provide tool support to streamline the implementation of requirements checking for emerging standards and guidelines. This enhances the flexibility and efficiency of IIoT system design, ensuring compliance with diverse and evolving industry requirements.",,pdfs/Model-Based_Systems_Engineering_of_the_Event-Driven_Industrial_Internet_of_Things.pdf,1.0,https://openalex.org/W4404276040,"['Computer science', 'Cluster analysis', 'Swarm behaviour', 'Data mining', 'Algorithm', 'Artificial intelligence', 'Machine learning']",0.0,51.0,['algorithm; artificial intelligence; cluster analysis; computer science; data mining; machine learning; swarm behaviour']
Cloud-Native Computing: A Survey From the Perspective of Services,Article,2024-01,"Deng, Shuiguang,Zhao, Hailiang,Huang, Binbin,Zhang, Cheng,Chen, Feiyi,Deng, Yinuo,Yin, Jianwei,Dustdar, Schahram,Zomaya, Albert Y.",10.1109/jproc.2024.3353855,,"The development of cloud computing delivery models inspires the emergence of cloud-native computing. Cloud-native computing, as the most influential development principle for web applications, has already attracted increasingly more attention in both industry and academia. Despite the momentum in the cloud-native industrial community, a clear research roadmap on this topic is still missing. As a contribution to this knowledge, this article surveys key issues during the life cycle of cloud-native applications, from the perspective of services. Specifically, we elaborate on the research domains by decoupling the life cycle of cloud-native applications into four states: building, orchestration, operation, and maintenance. We also discuss the fundamental necessities and summarize the key performance metrics that play critical roles during the development and management of cloud-native applications. We highlight the key implications and limitations of existing works in each state. The challenges, future directions, and research opportunities are also discussed.",,,0.0,https://openalex.org/W4406728503,"['Blockchain', 'Sharing economy', 'Computer science', 'Computer security', 'World Wide Web']",2.0,23.0,['blockchain; computer science; computer security; sharing economy; world wide web']
Bad Predictive Coding Activation Functions,Inproceedings,2024,"Frieder, Simon,Pinchetti, Luca,Lukasiewicz, Thomas",,,"We investigate predictive coding networks (PCNs) by analyzing their performance under different activation function choices. We expand a previous theoretical discussion of a simple toy example of PCN in the training stage. Compared to classic gradient-based empirical risk minimization, we observe differences for the ReLU activation function. This leads us to carry out an empirical evaluation of classification tasks on FashionMNIST, CIFAR-10. We show that while ReLU might be a good baseline for classic machine learning, for predictive coding, it performs worse than other activation functions while also leading to the largest drop in performance compared to gradient-based empirical risk minimization.",,,0.0,https://openalex.org/W4401357410,"['Workflow', 'Computer science', 'Cloud computing', 'Database', 'Service (business)', 'World Wide Web', 'Distributed computing', 'Operating system', 'Business', 'Marketing']",3.0,60.0,['business; cloud computing; computer science; database; distributed computing; marketing; operating system; service (business); workflow; world wide web']
The Vienna Architecture Description Language,Preprint,2024-02-14,"Himmelbauer, Simon,Hochrainer, Christoph,Huber, Benedikt Lukas,Mischkulnig, Niklas,Paulweber, Philipp,Schwarzinger, Tobias,Krall, Andreas",10.48550/arxiv.2402.09087,,"The Vienna Architecture Description Language (VADL) is a powerful processor description language (PDL) that enables the concise formal specification of processor architectures. By utilizing a single VADL processor specification, the VADL system exhibits the capability to automatically generate a range of artifacts necessary for rapid design space exploration. These include assemblers, compilers, linkers, functional instruction set simulators, cycle-accurate instruction set simulators, synthesizable specifications in a hardware description language, as well as test cases and documentation. One distinctive feature of VADL lies in its separation of the instruction set architecture (ISA) specification and the microarchitecture (MiA) specification. This segregation allows users the flexibility to combine various ISAs with different MiAs, providing a versatile approach to processor design. In contrast to existing PDLs, VADL s MiA specification operates at a higher level of abstraction, enhancing the clarity and simplicity of the design process. Notably, with a single ISA specification, VADL streamlines compiler generation and maintenance by eliminating the need for intricate compiler-specific knowledge. This article introduces VADL, describes the generator techniques in detail and demonstrates the power of the language and the performance of the generators in an empirical evaluation. The evaluation shows the expressiveness and conciseness of VADL and the efficiency of the generated artifacts.",,pdfs/The_Vienna_Architecture_Description_Language.pdf,1.0,https://openalex.org/W4400036412,"['Provisioning', 'Computer science', 'Computer network', 'Telecommunications']",8.0,61.0,['computer network; computer science; provisioning; telecommunications']
NEWSROOM: Towards Automating Cyber Situational Awareness Processes and Tools for Cyber Defence,Inproceedings,2024,"Wurzenberger, Markus,Krenn, Stephan,Landauer, Max,Skopik, Florian,Perner, Cora,L tj nen, Jarno,P ij nen, Jani,Gardikis, Georgios,Alabasis, Nikos,Sakerman, Liisa,Omri, Kristiina,R ning, Juha,Halunen, Kimmo,Thouvenot, Vincent,Weise, Martin,Rauber, Andreas,Gkioulos, Vasileios,Katsikas, Sokratis,Sabetta, Luigi,Bonato, Jacopo,Ort z, Roc o,Navarro, Daniel,Stamatelatos, Nikolaos,Avdoulas, Ioannis,Mayer, Rudolf,Ekelhart, Andreas,Giannoulakis, Ioannis,Kafetzakis, Emmanouil,Corsi, Antonello,Lechner, Ulrike,Schmitt, Corinna",10.1145/3664476.3670914,,"Cyber Situational Awareness (CSA) is an important element in both cyber security and cyber defence to inform processes and activities on strategic, tactical, and operational level. Furthermore, CSA enables informed decision making. The ongoing digitization and interconnection of previously unconnected components and sectors equally affects the civilian and military sector. In defence, this means that the cyber domain is both a separate military domain as well as a cross-domain and connecting element for the other military domains comprising land, air, sea, and space. Therefore, CSA must support perception, comprehension, and projection of events in the cyber space for persons with different roles and expertise. This paper introduces NEWSROOM, a research initiative to improve technologies, methods, and processes specifically related to CSA in cyber defence. For this purpose, NEWSROOM aims to improve methods for attacker behavior classification, cyber threat intelligence (CTI) collection and interaction, secure information access and sharing, as well as human computer interfaces (HCI) and visualizations to provide persons with different roles and expertise with accurate and easy to comprehend mission- and situation-specific CSA. Eventually, NEWSROOM's core objective is to enable informed and fast decision-making in stressful situations of military operations. The paper outlines the concept of NEWSROOM and explains how its components can be applied in relevant application scenarios.",,,0.0,https://openalex.org/W4394900888,"['Computer science', 'Leverage (statistics)', 'Robustness (evolution)', 'Machine learning', 'Artificial intelligence', 'Data mining', 'Data modeling', 'Synthetic data', 'Data sharing', 'Generative model', 'Distributed computing', 'Generative grammar', 'Database', 'Biochemistry', 'Chemistry', 'Alternative medicine', 'Medicine', 'Pathology', 'Gene']",9.0,27.0,['alternative medicine; artificial intelligence; biochemistry; chemistry; computer science; data mining; data modeling; data sharing; database; distributed computing; gene; generative grammar; generative model; leverage (statistics); machine learning; medicine; pathology; robustness (evolution); synthetic data']
Securing Clustered Edge Intelligence With Blockchain,Article,2024-01,"Dehury, Chinmaya Kumar,Srirama, Satish Narayana,Donta, Praveen Kumar,Dustdar, Schahram",10.1109/mce.2022.3164529,,"The devices at the edge of a network are not only responsible for sensing the surrounding environment but are also made intelligent enough to learn and react to the environment. Clustered Edge Intelligence (CEI) emphasizes intelligence-centric clustering instead of device-centric clustering. It allows the devices to share their knowledge and events with other devices and the remote fog or cloud servers. However, recent advancements facilitate the traceability of the events' history by analyzing edge devices' event logs, which are compute-intensive and easy to alter. This article focuses on a blockchain-based solution for CEI that makes the edge devices' events history immutable and easily traceable. The article further explains how the edge devices' activities and the environmental data can be secured from the source device to the cloud servers. Such a secured CEI mechanism can be applied in establishing a transparent and efficient smart city, supply chain, logistics, and transportation systems.",,,0.0,https://openalex.org/W4403565868,"['Space (punctuation)', 'Channel (broadcasting)', 'Quantum', 'Artificial neural network', 'Computer science', 'Statistical physics', 'Topology (electrical circuits)', 'Computer network', 'Physics', 'Mathematics', 'Artificial intelligence', 'Quantum mechanics', 'Combinatorics', 'Operating system']",0.0,0.0,['artificial intelligence; artificial neural network; channel (broadcasting); combinatorics; computer network; computer science; mathematics; operating system; physics; quantum; quantum mechanics; space (punctuation); statistical physics; topology (electrical circuits)']
Proceedings of the Research Projects Exhibition Papers Presented at the 36th International Conference on Advanced Information Systems Engineering (CAiSE 2024),Proceedings,2024,,,,,,,0.0,https://openalex.org/W4403580393,"['Series (stratigraphy)', 'Representation (politics)', 'Enhanced Data Rates for GSM Evolution', 'Time series', 'Computer science', 'Mathematics', 'Algorithm', 'Artificial intelligence', 'Machine learning', 'Political science', 'Geology', 'Law', 'Paleontology', 'Politics']",0.0,0.0,['algorithm; artificial intelligence; computer science; enhanced data rates for gsm evolution; geology; law; machine learning; mathematics; paleontology; political science; politics; representation (politics); series (stratigraphy); time series']
Learning-driven Data Fabric Trends and Challenges for cloud-to-thing continuum,Article,2024-09,"Donta, Praveen Kumar,Dehury, Chinmaya Kumar,Hu, Yu-Chen",10.1016/j.jksuci.2024.102145,,"This special issue is a collection of emerging trends and challenges in applying learning-driven approaches to data fabric architectures within the cloud-to-thing continuum. As data generation and processing increasingly occur at the edge, there is a growing need for intelligent, adaptive data management solutions that seamlessly operate across distributed environments. In this special issue, we received research contributions from various groups around the world. We chose the eight most appropriate and novel contributions to include in this special issue. These eight contributions were further categorized into three themes: Data Handling approaches, resource optimization and management, and security and attacks. Additionally, this editorial suggests future research directions that will potentially lead to groundbreaking insights, which could pave the way for a new era of learning techniques in Data Fabric and the Cloud-to-Thing Continuum.",,pdfs/Learning-driven_Data_Fabric_Trends_and_Challenges_for_cloud-to-thing_continuum.pdf,1.0,https://openalex.org/W6906507864,"['Human–computer interaction', 'Computer science', 'Dream', 'Multimedia', 'Psychology', 'Expression (computer science)', 'Engineering', 'The Internet', 'Qualitative research', 'Aesthetics', 'Key (lock)']",0.0,0.0,['aesthetics; computer science; dream; engineering; expression (computer science); human–computer interaction; key (lock); multimedia; psychology; qualitative research; the internet']
Tree-Verifiable Graph Grammars,Inproceedings,2024-05-26,"Chimes, Mark Jonathan,Iosif, Radu,Zuleger, Florian",10.29007/8l13,,"Hyperedge-Replacement grammars (HR) have been introduced by Courcelle in order to extend the notion of context-free sets from words and trees to graphs of bounded tree-width. While for words and trees the syntactic restrictions that guarantee that the associated languages of words resp. trees are regular - and hence, MSO-definable - are known, the situation is far more complicated for graphs. Here, Courcelle proposed the notion of regular graph grammars, a syntactic restriction of HR grammars that guarantees the definability of the associated languages of graphs in Counting Monadic Second Order Logic (CMSO). However, these grammars are not complete in the sense that not every CMSO-definable set of graphs of bounded tree-width can be generated by a regular graph grammar. In this paper, we introduce a new syntactic restriction of HR grammars, called tree-verifiable graph grammars, and a new notion of bounded tree-width, called embeddable bounded tree-width, where the later restricts the trees of a tree-decomposition to be a subgraph of the analyzed graph. The main property of tree-verifiable graph grammars is that their associated languages are CMSO-definable and that they have bounded embeddable tree-width. We show further that they strictly generalize the regular graph grammars of Courcelle. Finally, we establish a completeness result, showing that every language of graphs that is CMSO-definable and of bounded embeddable tree-width can be generated by a tree-verifiable graph grammar.",,,0.0,https://openalex.org/W4396849294,"['Transparency (behavior)', 'Computer science', 'Documentation', 'Data science', 'Context (archaeology)', 'Accountability', 'Data sharing', 'Perception', 'Knowledge management', 'Computer security', 'Political science', 'Psychology', 'Law', 'Medicine', 'Neuroscience', 'Pathology', 'Alternative medicine', 'Paleontology', 'Programming language', 'Biology']",0.0,13.0,['accountability; alternative medicine; biology; computer science; computer security; context (archaeology); data science; data sharing; documentation; knowledge management; law; medicine; neuroscience; paleontology; pathology; perception; political science; programming language; psychology; transparency (behavior)']
Time-Predictable Software-Based TSN-Enabled Network Stack for Mixed Criticality Traffic,Inproceedings,2024,"Denzler, Patrick Heinrich,Fr hwirth, Thomas,Lehr, Christoph,Auffray, Jean",10.1109/wfcs60972.2024.10540916,,"The ongoing transition in industrial automation towards a highly interconnected architecture underscores the importance of time-sensitive networking (TSN). This paper addresses the implementation of a time-predictable software-based TSN-enabled network stack for mixed criticality traffic in TSN end stations. The findings demonstrate the network stack's worst-case execution time (WCET) analysability, effective management of mixed critical traffic, and real-time transmission of UDP frames. Additionally, the stack offers modularity, configurability, and TSN support for transferring messages across different priorities using either UDP or TCP. Evaluation on the time-predictable open-source T-CREST platform yields representative WCET estimates comparable to related research. The paper concludes by outlining further research.",,,0.0,https://openalex.org/W4392190519,"['Pseudogap', 'Hubbard model', 'Square lattice', 'Dynamical mean field theory', 'Mean field theory', 'Condensed matter physics', 'Square (algebra)', 'Physics', 'Mott transition', 'Statistical physics', 'Quantum mechanics', 'Mathematics', 'Density functional theory', 'Cuprate', 'Superconductivity', 'Ising model', 'Geometry']",7.0,101.0,['condensed matter physics; cuprate; density functional theory; dynamical mean field theory; geometry; hubbard model; ising model; mathematics; mean field theory; mott transition; physics; pseudogap; quantum mechanics; square (algebra); square lattice; statistical physics; superconductivity']
PPSurf: combining patches and point convolutions for detailed surface reconstruction,Article,2024,"Erler, Philipp,Fuentes Perez, Lizeth,Hermosilla, Pedro,Guerrero, Paul,Pajarola, Renato,Wimmer, Michael",10.1111/cgf.15000,,"3D surface reconstruction from point clouds is a key step in areas such as content creation, archaeology, digital cultural heritage and engineering. Current approaches either try to optimize a non-data-driven surface representation to fit the points, or learn a data-driven prior over the distribution of commonly occurring surfaces and how they correlate with potentially noisy point clouds. Data-driven methods enable robust handling of noise and typically either focus on a global or a local prior, which trade-off between robustness to noise on the global end and surface detail preservation on the local end. We propose PPSurf as a method that combines a global prior based on point convolutions and a local prior based on processing local point cloud patches. We show that this approach is robust to noise while recovering surface details more accurately than the current state-of-the-art. Our source code, pre-trained model and dataset are available at https://github.com/cg-tuwien/ppsurf",,pdfs/PPSurf_combining_patches_and_point_convolutions_for_detailed_surface_reconstruction.pdf,1.0,,[],,,[]
Operator-integrated cluster analysis for production quality control,Inproceedings,2024,"Hoffmann, David,L der, Arndt,Biffl, Stefan",10.1016/j.ifacol.2024.09.067,IFAC,"The paper introduces the Quality Clusters for Operators (QC4O) approach, aimed at improving quality control strategies in modern manufacturing. It identifies a dual challenge: The lack of communication between data analysts and operators, along with the insufficient integration of their respective methodologies, hindering the acceptance of novel control strategies. To address these challenges, the paper proposes integrating modern machine learning-based methods with methods used by operators, enhancing usability and acceptance. This integration aims to facilitate better communication and expedite quality decision-making. The approach is demonstrated through its application in hairpin stator production, representing complex manufacturing systems.",,,0.0,https://openalex.org/W4401762857,"['Topology (electrical circuits)', 'Network topology', 'Impossibility', 'Consensus', 'Computer science', 'Function (biology)', 'Mathematics', 'Characterization (materials science)', 'Process (computing)', 'General topology', 'Equivalence (formal languages)', 'Comparison of topologies', 'Topological space', 'Theoretical computer science', 'Extension topology', 'Discrete mathematics', 'Multi-agent system', 'Combinatorics', 'Artificial intelligence', 'Evolutionary biology', 'Materials science', 'Political science', 'Nanotechnology', 'Operating system', 'Law', 'Biology']",2.0,38.0,['artificial intelligence; biology; characterization (materials science); combinatorics; comparison of topologies; computer science; consensus; discrete mathematics; equivalence (formal languages); evolutionary biology; extension topology; function (biology); general topology; impossibility; law; materials science; mathematics; multi-agent system; nanotechnology; network topology; operating system; political science; process (computing); theoretical computer science; topological space; topology (electrical circuits)']
Proof Theory and Decision Procedures for Deontic STIT Logics,Article,2024-12-06,"Lyon, Tim S.,van Berkel, Kees",10.1613/jair.1.15710,,"This paper provides a set of cut-free complete sequent-style calculi for deonticSTIT( SeeTo It That ) logics used to formally reason about choice-making, obligations, and norms ina multi-agent setting. We leverage these calculi to write a proof-search algorithm decidingdeontic, multi-agentSTITlogics with (un)limited choice and introduce a loop-checkingmechanism to ensure the termination of the algorithm. Despite the acknowledged potentialfor deontic reasoning in the context of autonomous, multi-agent scenarios, this work isthe first to provide a syntactic decision procedure for this class of logics. Our proof-search procedure is designed to provide verifiable witnesses/certificates of the (in)validityof formulae, which permits an analysis of the (non)theoremhood of formulae and act asexplanations thereof. We show how the proof system and decision algorithm can be usedto automate normative reasoning tasks such asduty checking(viz. determining an agent sobligations relative to a given knowledge base),compliance checking(viz. determining ifa choice, considered by an agent as potential conduct, complies with the given knowledgebase), andjoint fulfillment checking(viz. determining whether under a specified factualcontext an agent can jointly fulfill all their duties).",,,0.0,https://openalex.org/W4394720629,"['Rewriting', 'Theory of computation', 'String (physics)', 'Spectrum (functional analysis)', 'Computer science', 'Theoretical physics', 'Physics', 'Algorithm', 'Programming language', 'Quantum mechanics']",3.0,33.0,['algorithm; computer science; physics; programming language; quantum mechanics; rewriting; spectrum (functional analysis); string (physics); theoretical physics; theory of computation']
Counting vanishing matrix-vector products,Article,2024-09-18,"Brand, Cornelius,Korchemna, Viktoriia,Simonov, Kirill,Skotnica, Michael",10.1016/j.tcs.2024.114877,,"Consider the following parameterized counting variation of the classic subset sum problem, which arises notably in the context of higher homotopy groups of topological spaces. Let v Qd be a rational vector, (T1,T2 ,Tm) a list of d d rational matrices, S Qh d a rational matrix not necessarily square and k a parameter. The goal is to compute the number of ways one can choose k matrices Ti1,Ti2, ,Tik from the list such that STik Ti1v=0 Qh. In this paper, we show that this problem is #W[2]-hard for parameter k. As a consequence, computing the k-th homotopy group of a d-dimensional 1-connected topological space for d>3 is #W[2]-hard for parameter k. We also discuss a decision version of the problem and its several modifications for which we show W[1]/W[2]-hardness. This is in contrast to the parameterized k-sum problem, which is only W[1]-hard (Abboud-Lewi-Williams, ESA'14). In addition, we show that the decision version of the problem without parameter is an undecidable problem, and we give a fixed-parameter tractable algorithm for matrices of bounded size over finite fields, parameterized by the matrix dimensions and the order of the field.",,,0.0,https://openalex.org/W4403564330,"['Inference', 'Lifelong learning', 'Computer science', 'Federated learning', 'Artificial intelligence', 'Political science', 'Law']",0.0,0.0,['artificial intelligence; computer science; federated learning; inference; law; lifelong learning; political science']
An Innovative Application of Swarm Based Algorithms for Peer Clustering,Article,2024-11-12," e um- avi , Vesna,K hn, Eva,Toifl, Laura",10.1155/2024/5571499,,"In most peer-to-peer (P2P) networks, peers are placed randomly or based on their geographical position, which can lead to a performance bottleneck. This problem can be solved by using peer clustering algorithms. In this paper, the significant results of the paper can be described in the following sentences. We propose two innovative swarm-based metaheuristics for peer clustering, slime mold and slime mold K-means. They are competitively benchmarked, evaluated, and compared to nine well-known conventional and swarm-based algorithms: artificial bee colony (ABC), ABC combined with K-means, ant-based clustering, ant K-means, fuzzy C-means, genetic K-means, hierarchical clustering, K-means, and particle swarm optimization (PSO). The benchmarks cover parameter sensitivity analysis and comparative analysis made by using 5 different metrics: execution time, Davies Bouldin index (DBI), Dunn index (DI), silhouette coefficient (SC), and averaged dissimilarity coefficient (ADC). Furthermore, a statistical analysis is performed in order to validate the obtained results. Slime mold and slime mold K-means outperform all other swarm-inspired algorithms in terms of execution time and quality of the clustering solution.",,pdfs/An_Innovative_Application_of_Swarm_Based_Algorithms_for_Peer_Clustering.pdf,1.0,https://openalex.org/W4391443512,['Computer science'],1.0,18.0,['computer science']
Design Patterns For Sharing Economy Within Blockchain-based Community Systems,Inproceedings,2024,"Nassar, Ebtehal,Cra , Stefan,Udokwu, Chibuzor,Sesum-Cavic, Vesna,K hn, Eva",10.1109/bcca62388.2024.10844482,,"The integration of blockchain technology and the sharing economy within closed community systems, such as Non-Governmental Organizations (NGOs), and universities, can enhance the resource-sharing processes among members. This ensures transparent and equitable usage privileges of shared resources. The introduction of reusable design patterns for such blockchain-based community systems facilitates an efficient development process for new applications. In our research, we develop two design patterns: ""Proposal Making/Voting"" and ""Usage Share"". The former facilitates proposing new resources for community members, while the latter manages the equitable sharing of these resources. These patterns leverage blockchain technologies and smart contracts to enable transparent and trustable decision-making associated with resource sharing specifically for Real-World Assets (RWAs). We detail the configuration and combination of these patterns across various scenarios using tree-like schemas. Using a running case of shared 3D printers in educational institutions, we demonstrate the governance and resource management in membership-based communities, contributing to more efficient and fair access to shared assets. To demonstrate the practical feasibility of this research, we have created a proof-of-concept implementation for the Ethereum blockchain that applies some of the design patterns developed in this work to an open-source collaborative platform.",,,0.0,https://openalex.org/W4400142510,"['Computer science', 'Rapid prototyping', 'Software prototyping', 'Software engineering', 'Human–computer interaction', 'Programming language', 'Engineering', 'Software', 'Software development', 'Mechanical engineering']",2.0,59.0,['computer science; engineering; human–computer interaction; mechanical engineering; programming language; rapid prototyping; software; software development; software engineering; software prototyping']
BaaSLess: Backend-as-a-Service (BaaS)-enabled workflows in federated serverless infrastructures,Article,2024,"Larcher, Thomas,Gritsch, Philipp,Nastic, Stefan,Ristov, Sashko",10.1109/tcc.2024.3439268,,"Serverless is a popular paradigm for expressing compute-intensive applications as serverless workflows. In practice, a significant portion of the computing is typically offloaded to various Backend-as-a-Service (BaaS) cloud services. The recent rise of federated serverless and Sky computing offers cost and performance advantages for these BaaS-enabled serverless workflows. However, due to vendor lock-in and lack of service interoperability, many challenges remain that impact the development, deployment, and scheduling of BaaS-enabled serverless workflows in federated serverless infrastructures. This paper introduces BaaSLess - a novel platform that delivers global and dynamic federated BaaS to serverless workflows. BaaSLess provides: i) a novel SDK for uniform and dynamic access to federated BaaS services, reducing the complexity associated with the development of BaaS-enabled serverless workflows, ii) a novel globally-federated serverless BaaS framework that delivers a suite of BaaS-less ML services, including text-to-speech, speech-to-text, translation, and OCR, together with a globally-federated storage infrastructure, comprising AWS and Google cloud providers, and iii) a novel model and an algorithm for scheduling BaaS-enabled serverless workflows to improve their performance. Experimental results using three complementary BaaS-enabled serverless workflows show that BaaSLess improves workflow execution time by up to 2.95 compared to the state-of-the-art serverless schedulers, often at a lower cost.",,pdfs/BaaSLess_Backend-as-a-Service_BaaS_-enabled_workflows_in_federated_serverless_infrastructures.pdf,1.0,https://openalex.org/W4392019341,"['Wavelet', 'Statistical physics', 'Hubbard model', 'Theoretical physics', 'Computer science', 'Lattice (music)', 'Representation (politics)', 'Physics', 'Theoretical computer science', 'Quantum mechanics', 'Artificial intelligence', 'Law', 'Political science', 'Superconductivity', 'Politics', 'Acoustics']",5.0,75.0,['acoustics; artificial intelligence; computer science; hubbard model; lattice (music); law; physics; political science; politics; quantum mechanics; representation (politics); statistical physics; superconductivity; theoretical computer science; theoretical physics; wavelet']
Self-provisioning infrastructures for the next generation serverless computing,Article,2024-08,"Nastic, Stefan",10.1007/s42979-024-03022-w,,"Serverless computing has ushered in a transformative paradigm, with a promise to alleviate developers from the intricacies of infrastructure management. However, current serverless platforms predominantly offer only serverless compute capabilities. As a consequence, the application developers are once again tasked to explicitly provision and manage the backend services (BaaS), such as object stores or API gateways, the infrastructure, and the configuration models. This violates the main promise of serverless computing and erases much of the practical benefits of the serverless paradigm. It also introduces the challenges of managing the application execution environment, which includes maintaining provisioning and deployment scripts, configuring and managing access permissions, and scaling the services during runtime. To address these challenges, in this paper we introduce a novel paradigm for the next generation of serverless computing, called self-provisioning infrastructure. The self-provisioning infrastructure is an infrastructure that is capable to automatically and autonomously (with zero-configuration and zero-touch) provision serverless functions, their infrastructure, and their supporting BaaS services. To achieve this vision, we introduce novel design principles, models, and mechanisms that are formalized via novel programming, function, and system models. With this novel paradigm, we intend to fortify the core design principles of serverless computing but also extend them to the entire application execution environment. By doing so, we aim to enable the next-generation serverless computing in the Edge-Cloud continuum.",,pdfs/Self-provisioning_infrastructures_for_the_next_generation_serverless_computing.pdf,1.0,https://openalex.org/W4408281012,"['MQTT', 'Software deployment', 'Computer science', 'Internet of Things', 'Event (particle physics)', 'The Internet', 'Message broker', 'Computer network', 'World Wide Web', 'Software engineering', 'Quantum mechanics', 'Physics']",2.0,15.0,['computer network; computer science; event (particle physics); internet of things; message broker; mqtt; physics; quantum mechanics; software deployment; software engineering; the internet; world wide web']
FLIGAN: Enhancing Federated Learning with Incomplete Data using GAN,Inproceedings,2024-04-22,"Maliakel, Paul Joe,Ilager, Shashikant,Brandic, Ivona",10.1145/3642968.3654813,Association for Computing Machinery,"Federated Learning (FL) provides a privacy-preserving mechanism for distributed training of machine learning models on networked devices (e.g., mobile devices, IoT edge nodes). It enables Artificial Intelligence (AI) at the edge by creating models without sharing actual data across the network. Existing research typically focuses on generic aspects of non-IID data and heterogeneity in client's system characteristics, but they often neglect the issue of insufficient data for model development, which can arise from uneven class label distribution and highly variable data volumes across edge nodes. In this work, we propose FLIGAN, a novel approach to address the issue of data incompleteness in FL. First, we leverage Generative Adversarial Networks (GANs) to adeptly capture complex data distributions and generate synthetic data that closely resemble real-world data. Then, we use synthetic data to enhance the robustness and completeness of datasets across nodes. Our methodology adheres to FL's privacy requirements by generating synthetic data in a federated manner without sharing the actual data in the process. We incorporate techniques such as classwise sampling and node grouping, designed to improve the federated GAN's performance, enabling the creation of high-quality synthetic datasets and facilitating efficient FL training. Empirical results from our experiments demonstrate that FLIGAN significantly improves model accuracy, especially in scenarios with high class imbalances, achieving up to a 20% increase in model accuracy over traditional FL baselines.",,,0.0,https://openalex.org/W4391681327,"['Monadic predicate calculus', 'Decidability', 'Mathematics', 'Order (exchange)', 'Computer science', 'Programming language', 'Higher-order logic', 'Discrete mathematics', 'Description logic', 'Finance', 'Economics']",0.0,8.0,['computer science; decidability; description logic; discrete mathematics; economics; finance; higher-order logic; mathematics; monadic predicate calculus; order (exchange); programming language']
